ID,dmitry_rgf3,dmitry_rgf5,dmitry_rgf6,dmitry_adaboost_classifier,dmitry_xgboost
231,59279.75,75546.0,44988.8,59856.6,70009.45
232,99483.95,98716.55,100577.15,93477.35,97956.0
233,40096.175,42037.175,35561.55,33778.475,38275.65
234,55557.4,60403.95,47289.6,3864.975,41605.3
235,95419.9,79183.95,93719.25,80409.575,73802.0
236,119663.875,124134.7,121772.225,120031.35,120704.1
239,41192.3,43842.05,47843.1,30236.725,17829.8
241,46324.525,63703.35,35137.2,47242.275,35747.0
242,37482.75,30915.55,25940.45,22161.1,16872.35
244,73037.275,81184.4,70022.9,79162.9,90427.15
252,115848.8,117287.525,114093.15,86227.075,100107.95
253,44178.65,63766.7,44766.1,61126.2,67015.75
254,98070.6,99646.3,100261.15,73856.8,101224.15
258,142578.55,143919.65,141178.8,138670.65,143866.1
259,110004.95,114074.9,111158.2,120614.925,117114.2
262,49333.05,36448.075,52425.1,36756.35,13583.3
265,137001.05,137351.8,138052.95,134251.375,134959.4
266,95051.3,110882.5,101298.0,117537.35,106374.25
269,97863.075,81863.475,96267.15,81194.375,76773.95
270,72177.7,64130.05,68910.3,66717.45,74937.1
271,116271.4,122225.95,114401.6,108540.35,125835.7
273,11108.725,33496.8,11097.0,5419.65,21294.45
276,110647.15,115470.5,112051.4,97480.375,112164.2
279,80475.4,90677.4,95704.1,98952.75,103512.15
285,81776.4,89383.85,83480.05,102229.55,86645.15
287,105905.85,106828.15,108201.9,101001.45,103776.55
288,117799.7,114285.725,116588.525,113886.975,105244.65
289,43624.325,45694.45,53799.65,15583.775,19796.25
292,148791.85,148730.05,148248.125,146242.2,149066.1
294,142591.55,142274.05,141272.9,151082.95,143686.15
296,46218.45,50074.25,50359.1,12136.75,23602.1
299,12136.475,13054.85,12909.275,20525.4,23201.175
301,23869.675,25109.025,14823.325,42908.225,44307.85
302,75809.45,99908.95,72674.85,107000.05,100763.8
303,145463.025,142257.8,144560.4,140733.45,142928.2
306,143806.4,143119.5,141178.0,141795.525,142609.15
307,52029.0,51922.8,37117.625,57001.4,65460.25
311,57963.7,51509.75,62208.95,83306.175,74852.35
314,70513.25,80872.95,71409.35,65192.7,84714.3
316,29240.875,29989.375,28328.95,23581.3,35400.25
319,143272.175,140181.475,142775.85,137878.575,140622.8
320,43636.2,35267.95,44426.725,39386.55,12875.6
322,36323.475,52679.05,33439.825,47157.275,28769.9
324,142478.35,140565.75,143844.25,138791.5,147380.2
332,29441.325,32023.55,37650.05,39682.45,36052.1
333,36993.025,45266.65,33707.525,36100.0,39134.6
340,37394.8,25975.775,22630.25,42522.05,37382.25
342,57920.55,41512.15,39773.25,35894.725,14916.6
344,47936.225,50822.9,57216.675,58740.9,42420.125
345,77421.325,63587.0,80888.125,79720.875,62364.45
347,12660.075,17705.675,16607.175,12552.325,4085.45
349,45881.475,48183.2,40160.15,58844.875,39076.15
353,140442.35,139746.425,141692.775,147802.35,139552.85
354,105070.275,98872.6,99953.8,96743.5,94205.85
355,76258.95,83253.8,82378.25,64130.875,76038.7
356,33427.0,29483.425,23519.7,73816.4,61549.5
359,26475.0,23306.075,24808.525,578.35,3651.65
362,24692.4,33791.1,21637.425,47289.425,44337.45
363,112212.35,111397.5,111745.55,111176.95,97081.85
369,27735.075,25580.025,31172.025,32443.85,8647.15
371,141992.05,139948.75,142105.6,139579.725,140821.05
373,125343.525,126822.0,126305.65,131604.175,127448.7
374,143123.1,141568.7,142648.5,140558.475,141867.25
375,38877.525,31003.525,59118.65,56271.75,64865.4
378,97437.7,93702.4,97703.45,93600.375,104328.45
382,41988.175,46868.95,24962.875,58605.975,39437.8
383,125293.5,116877.85,125168.95,92337.9,130613.65
384,115191.05,119551.35,107722.025,118423.65,113771.8
387,34037.7,31610.825,33138.15,33767.875,16836.05
388,102333.575,85590.575,99550.9,83549.775,77747.4
390,6318.75,18734.2,11977.175,21311.7,6008.4
394,117817.5,119044.6,119029.35,113374.45,115680.55
402,50136.55,54793.5,56911.8,65346.45,46823.0
404,41102.5,38316.175,44710.45,34199.325,13910.05
407,23074.25,40351.65,26499.275,28693.9,30728.6
408,141262.425,138405.8,140200.55,138182.425,140823.45
410,111848.65,108173.45,108958.75,75127.55,101069.7
412,149454.85,148966.95,149133.05,145683.625,148726.9
414,62278.2,69917.425,53220.275,64811.45,58978.3
415,29721.475,40469.4,24965.675,7455.5,12977.4
416,51146.15,49904.375,57627.5,53572.325,53004.05
417,25162.5,50630.1,34914.05,40132.8,28621.95
420,126760.975,126774.25,127341.55,124751.75,125669.9
421,17489.35,17684.05,16310.925,14072.8,5418.85
423,94243.85,87274.5,88161.7,93566.1,97080.95
426,75549.6,94121.7,71260.3,72784.575,90530.35
428,35163.225,21145.65,21437.1,20690.7,14764.4
429,34847.525,31208.8,25352.7,69470.65,60237.3
432,17342.95,19923.4,25286.6,17200.4,4124.3
433,43815.575,45674.125,49851.1,11418.9,49359.95
436,6549.975,10214.275,6554.225,12340.225,3106.65
440,140376.85,138817.925,140563.975,142189.6,139666.25
441,33660.1,37447.25,36008.15,14963.95,14910.3
443,25442.95,32486.325,23948.45,13219.125,4361.6
444,98352.5,99835.35,100203.9,102609.1,101503.9
445,91708.025,80196.925,92254.525,80350.5,74542.85
447,96597.675,83313.575,91687.725,81251.325,78761.4
448,65751.75,65711.75,68340.3,91371.05,58034.3
449,27673.25,20060.7,21916.375,32155.6,13815.3
453,70945.325,68930.9,62099.475,62370.8,71764.85
456,110804.25,116587.4,114577.0,123840.0,125239.95
457,133461.175,134455.575,132639.2,135059.325,132802.95
458,109923.0,113743.75,112627.5,116646.95,114933.15
459,9583.45,19765.275,17883.275,32640.7,7731.05
460,19676.95,25464.15,15900.65,27611.3,9133.5
461,124780.1,125208.975,126141.5,123476.775,124577.15
462,69605.85,72443.85,68338.8,70015.15,76596.4
466,85209.3,92412.85,91830.45,69210.15,112941.75
469,43695.875,49708.325,26235.8,90805.375,53302.65
471,100116.5,89036.075,102588.9,83284.0,84029.7
474,134197.35,133188.3,134186.25,128020.125,136674.4
477,136862.5,134279.575,132466.225,137000.125,133603.55
478,72492.45,82792.35,76366.5,88763.375,89445.55
480,82779.7,86061.4,83957.1,65388.425,81087.15
482,79428.3,67976.825,80191.025,88452.725,85493.35
485,44484.775,50160.25,42461.0,63667.875,63059.75
488,97595.775,81391.9,91636.15,81781.35,76126.525
489,19664.625,25957.025,18759.625,31026.525,6927.15
490,14461.35,20635.825,22825.1,22665.175,27821.3
492,30220.55,38244.15,21063.75,3495.725,20180.45
493,99818.4,104934.25,101929.55,119541.6,112523.0
496,79873.375,69679.825,75210.675,76047.45,57605.55
500,30126.3,34924.7,35355.125,42250.85,52001.45
501,39040.475,48778.775,38443.7,34318.35,45635.05
502,74895.95,90744.2,76897.2,95850.25,87134.2
513,131972.325,133463.8,133955.075,138279.225,133733.35
514,132617.95,134334.05,134051.0,133373.35,133416.65
515,114877.575,106942.025,113493.375,106165.55,107831.4
517,30015.325,29611.975,28677.225,32200.475,14024.1
523,4437.275,13492.925,3083.225,13709.55,4300.55
527,54145.05,67865.85,62554.5,35554.2,58100.65
530,142736.225,138522.975,142667.1,138059.35,137808.85
533,115877.55,118094.425,117814.425,130949.225,120108.2
535,37974.3,60603.9,34249.9,46433.85,48029.7
537,120294.55,116080.55,119197.25,111352.95,118412.05
538,147457.95,146158.225,148320.475,148147.2,145508.55
543,15102.05,16992.075,13804.575,1533.825,5202.15
544,56726.65,67157.2,64144.45,85213.225,81965.25
547,17085.15,18559.9,11912.2,874.625,4376.65
548,112350.2,112791.6,113623.85,121558.15,111720.55
549,128169.525,128032.9,127653.7,131621.125,127103.15
550,147222.5,146354.85,146992.625,147573.875,146213.1
551,149244.375,149098.7,149202.675,146200.75,149384.4
553,109094.075,108184.7,113411.725,124895.075,111394.65
554,48821.275,48250.45,51112.925,52207.975,48982.5
555,103471.35,109155.0,112028.7,107199.775,113836.95
558,5320.875,14349.025,3048.825,28558.7,7613.0
560,112077.725,111757.075,114528.95,90766.85,107867.45
561,34347.35,39037.3,29153.925,46613.35,48979.4
564,44935.2,63023.9,36401.125,30198.05,51182.45
566,70384.35,79627.95,71430.8,64972.75,83432.2
567,76582.8,75646.1,74507.45,544.05,33179.3
568,66664.475,72855.0,65934.6,71553.7,78316.25
571,79186.85,78449.575,81588.125,96097.275,86439.8
572,6170.05,7978.65,6004.9,34484.5,41220.1
573,16809.425,19374.5,26833.025,10892.1,20056.85
576,72383.75,64246.125,74798.1,64729.75,58015.3
577,42466.05,62289.2,55411.65,52218.45,63160.0
578,113083.175,119741.7,115115.95,117876.725,116476.55
579,93745.975,89579.25,86738.95,89493.4,85953.7
580,20225.075,16338.525,31941.725,17305.675,29245.1
581,48619.5,33165.9,37670.45,44158.15,27618.65
582,18412.675,19430.225,33045.65,1674.525,6066.4
583,41883.875,57705.2,28223.4,34079.65,46063.0
584,141705.65,141194.2,142286.9,137463.075,142521.7
586,110988.45,115347.2,108874.05,111311.0,118221.55
587,63056.3,66497.225,63669.85,62020.125,67862.5
588,117480.95,119333.6,118502.5,118967.275,121981.45
591,60902.25,62932.75,52434.9,3918.45,29406.35
596,39494.5,45819.15,54659.75,20927.325,35380.9
598,136384.725,136052.3,137196.3,136826.175,131577.2
599,118626.35,121313.75,118017.0,112805.475,119771.5
600,142232.8,140103.65,143847.35,137808.725,142622.8
602,85628.7,90533.35,85624.3,99456.8,101842.35
606,111750.8,111271.5,102815.025,113528.825,111137.55
609,57095.0,56843.55,67984.4,48764.325,42795.55
611,69495.75,85696.0,72794.25,70468.125,82577.4
614,47681.9,60703.1,50099.75,77248.525,63533.75
618,28375.95,28073.725,35002.825,9012.15,4156.35
622,14742.05,18630.15,10639.0,13534.8,5483.0
623,11001.475,24754.875,17644.625,15693.775,24493.85
626,79076.15,84293.45,90853.2,107897.45,94642.3
627,21673.65,22464.25,42064.0,42045.5,23349.25
631,140025.4,138846.75,140391.2,149987.2,144917.95
633,85395.525,85636.35,75124.675,73940.275,91422.15
635,60360.875,73423.6,69752.75,72815.1,80441.95
636,145828.175,143908.3,146427.75,140746.8,143361.65
639,122480.9,120275.05,122621.6,130599.225,120396.5
640,9042.05,11458.675,7780.3,11239.8,1730.6
641,92010.8,90834.5,90755.75,87269.05,83356.45
645,66409.925,67155.225,52261.275,95354.275,64563.35
647,124598.75,125162.1,120964.7,122796.525,120698.45
648,8723.5,20175.575,15557.125,30146.675,15020.4
649,78518.825,86068.975,86408.225,92806.35,96232.6
650,42201.675,41883.1,33178.825,37592.55,46534.1
651,124425.85,125771.85,118604.95,121378.3,124748.55
652,68926.975,60738.825,69045.375,52650.475,55811.1
653,145157.3,142888.125,144381.25,145995.375,143216.1
654,91733.15,92320.5,87586.8,75468.4,75054.55
656,118789.2,115907.8,119096.15,107707.0,116473.85
657,109679.7,115977.7,108402.05,111458.675,119051.4
658,33039.0,40406.225,36649.25,49716.625,49389.45
659,22351.325,23909.0,24435.85,20207.525,7888.65
661,92562.425,94599.325,92188.5,97922.55,103664.2
662,87082.9,102562.8,92778.9,108387.225,108703.65
663,59171.95,79082.6,59355.75,69560.75,84424.2
667,23539.675,17780.0,26217.225,15725.1,23558.7
668,106550.875,106138.925,97796.275,110654.95,105054.75
669,145024.6,145972.425,146815.875,140311.05,145956.35
673,80944.7,107076.7,91598.15,101697.7,95651.55
674,126079.3,122309.35,124412.25,94334.15,79926.35
679,31535.0,30006.75,32836.7,13918.6,20991.15
681,60273.4,60552.125,48808.825,63745.625,60612.65
682,45898.125,57106.35,41198.6,15869.25,19664.1
686,132388.425,129447.475,130888.25,132339.25,131354.05
687,44613.55,46867.8,54479.75,49003.5,36830.55
688,27407.825,30630.625,31487.225,23940.95,10378.65
689,96822.75,98272.35,91712.1,99797.9,98642.55
690,140706.95,138809.275,140636.25,142889.775,139735.45
692,96091.05,108096.1,90125.0,120745.975,113639.05
694,66851.55,66641.45,69450.5,62288.75,24061.85
695,16952.225,19697.0,19051.325,32049.15,8132.55
697,128697.55,130537.15,129404.1,132541.8,135273.3
701,107304.25,120614.75,102934.45,115129.25,111540.9
702,67056.2,62810.25,68660.25,73988.15,57877.75
706,37801.2,61278.05,34135.7,54365.25,61960.55
708,20610.0,28817.75,30583.7,1298.65,5467.8
710,54363.5,64951.55,50504.25,56809.025,71876.7
712,13594.875,34589.425,12983.4,35775.55,40453.35
714,68844.8,73752.3,69671.875,75844.525,83285.0
715,76506.85,58679.65,80051.95,48685.5,58474.25
717,12207.75,17767.15,7806.975,47159.225,32547.55
718,16474.25,20528.675,13516.95,12083.65,7194.4
720,50593.1,55721.55,48774.9,52661.45,50034.8
725,79250.5,90772.45,77439.55,76595.45,88054.6
726,133228.6,132029.35,133102.475,134399.65,131864.05
730,7870.4,8496.1,20155.425,32063.8,5489.3
731,118080.9,118893.2,117991.7,121124.7,121263.95
732,70570.4,65632.75,67048.5,29209.7,53433.8
734,95204.125,92896.5,94110.075,97678.425,97891.5
735,34978.875,32321.15,37000.875,35432.15,19917.6
737,66705.175,70998.125,70038.125,96047.875,67204.1
738,52848.6,56824.2,65234.6,37219.075,43052.55
740,65595.95,79548.9,69865.8,65674.925,84766.4
741,37022.5,48185.1,48084.4,35621.325,45053.75
746,103538.65,114559.1,107948.475,107278.75,111716.15
748,52710.0,63854.35,48832.15,62615.425,47215.75
753,96539.3,79325.025,90122.775,80575.625,75748.05
754,90124.45,79429.15,89149.9,74803.25,59721.7
757,80444.3,88416.6,79419.0,81021.925,76541.0
758,28612.825,34233.475,19714.1,63321.4,41430.75
759,143224.9,142223.025,143602.425,142552.475,142086.9
760,98675.175,104821.1,97153.0,75192.725,97278.9
761,97166.65,86272.5,98688.9,93420.95,102408.9
767,60584.45,80229.7,63658.0,74267.25,83971.8
768,33493.075,38476.9,31858.85,38466.225,30862.25
771,112454.6,113547.8,116079.95,116229.55,111425.6
772,104439.55,106182.1,102724.9,100726.35,106574.75
775,87540.75,83035.7,84723.95,47165.1,67609.1
782,114482.675,111310.075,117721.2,115840.025,115269.85
783,28700.875,53640.5,35164.175,76352.15,80208.0
784,74712.5,85968.75,67091.8,86924.3,81108.0
785,72754.175,78473.025,72870.1,91442.475,78256.05
787,13129.925,12665.625,29211.175,33697.475,14087.6
789,22893.1,30810.575,18478.8,33332.275,13424.6
790,33877.0,39760.675,20710.05,34480.45,12355.15
791,69760.375,75690.4,69611.275,76860.325,82327.6
792,77904.15,82672.85,79143.7,77435.0,89849.65
793,6439.175,12881.95,16794.1,12984.775,6076.6
795,83860.0,91380.25,85019.85,95315.95,85854.2
797,59730.675,64691.95,44876.4,64101.65,50637.3
798,113762.8,113529.65,112839.6,101319.2,95593.3
799,30823.2,49275.25,35751.4,9049.1,30027.35
800,47972.2,51419.475,38953.475,65742.75,45886.15
806,3635.9,9258.975,2880.575,20315.15,28236.95
807,18736.75,21403.425,24823.675,16200.05,25994.9
808,55244.525,53467.5,70836.35,66237.375,48493.85
811,46023.25,50000.9,48598.625,66829.2,46702.95
812,141266.2,141919.85,142123.35,140222.2,140424.5
813,19180.175,27360.55,22493.75,24649.85,8038.95
814,54210.5,68240.025,41755.55,74926.5,76234.05
815,95148.9,105024.3,96380.25,98370.1,97389.35
816,6104.15,16366.6,4201.475,28024.7,9382.3
818,141864.05,141498.4,143471.35,148186.3,141189.7
820,38123.8,56427.55,33086.325,52987.7,48677.65
822,66803.25,68086.85,68618.5,42421.35,44878.4
823,118930.675,122583.0,117556.6,119190.2,121360.75
827,53568.55,73311.75,47294.625,65202.4,74346.4
828,76784.15,88737.4,76539.35,91623.6,86252.75
829,28886.625,31471.425,44643.775,31970.225,13882.45
834,57175.75,71007.5,56178.7,4011.15,47489.5
835,118484.5,117788.05,116949.4,103504.3,102301.65
836,143255.95,141891.975,143185.85,140605.95,142844.0
838,17401.2,25362.35,14232.225,19904.025,6854.85
846,123571.1,124200.85,124678.15,128880.05,124816.25
847,35948.7,42256.35,28108.575,38943.2,32312.15
849,116828.7,114289.0,117361.0,103537.05,117893.55
850,21009.775,26202.175,36721.575,18572.95,12586.45
851,101725.575,108631.4,97697.95,109324.675,107081.85
852,86705.55,82113.85,89371.475,99681.775,74183.7
857,68883.25,75211.85,71280.65,25010.675,81851.9
858,70700.6,50745.925,71132.75,36631.15,24586.3
859,36127.925,48884.475,34064.2,52480.675,58706.85
860,116446.35,122472.7,117693.05,124169.55,124036.4
862,66335.05,70034.325,65277.2,83928.925,82706.2
863,128217.375,130659.05,131028.3,124979.8,128671.55
864,89382.775,94946.75,80455.725,99635.475,102163.05
868,18280.45,27081.425,28488.725,40902.55,25435.6
869,107599.45,106600.775,109684.525,111514.2,105784.9
877,34182.75,45716.4,21081.1,53148.4,42536.6
878,139956.95,141280.0,140632.4,139703.6,141376.6
881,75806.0,69808.025,67581.35,62521.575,74795.85
882,86918.3,85456.6,88887.35,61636.325,64294.65
885,62136.25,69034.8,63429.85,66725.925,57087.25
887,111753.875,106008.45,112704.8,109920.825,99335.7
888,134737.55,135492.1,134935.25,128795.35,136713.25
889,124077.0,123306.1,122498.75,128137.3,129986.85
891,96264.0,95086.95,89529.1,23662.75,48590.7
898,10873.875,12898.25,11881.55,10726.275,1822.4
903,78179.0,77229.25,78380.55,85999.35,101771.55
904,91148.7,95948.2,92199.2,85788.2,94862.95
906,50563.85,70082.15,30788.025,85292.675,70298.0
907,94500.0,97693.4,95679.1,98852.75,103134.05
908,25126.625,26629.625,26886.75,16898.8,33425.95
909,143830.275,142403.25,142832.9,149653.025,144248.1
910,51519.075,55681.375,69016.025,67041.9,46893.65
911,103199.9,109982.9,104741.2,106827.375,115184.85
913,64277.375,58649.25,60517.9,53211.975,53848.5
916,38640.25,52142.7,30310.3,55664.725,59048.8
920,103926.725,105762.5,104437.95,2369.85,103209.25
924,67187.375,72289.025,73171.65,82797.625,75976.6
925,69718.025,57440.6,76178.55,41327.425,40328.4
927,70658.55,71070.55,66854.0,50391.075,69731.1
928,103002.95,107597.85,104941.0,101284.35,94910.95
932,45043.975,54408.475,53968.175,52073.8,53975.0
933,43425.075,61664.15,26122.825,54421.5,40912.45
934,80499.75,77158.4,71304.95,60776.05,52443.95
935,53110.55,65297.05,40111.55,65680.55,68251.8
936,94660.5,107159.8,90056.95,112413.775,110590.65
940,127693.175,128717.25,127838.8,131484.775,126402.45
942,117523.225,107026.05,117071.9,87086.45,97087.15
943,48418.825,53527.15,39488.425,64516.55,46125.85
944,16658.875,17219.925,20784.5,19348.275,12789.5
945,97318.975,87547.825,94981.75,83245.95,81424.95
948,67822.925,67826.825,72622.775,95600.925,67555.2
949,95018.15,104004.05,93414.65,103350.1,108368.1
958,24924.35,32540.65,13727.45,17634.125,7609.2
959,86453.425,82947.25,80422.55,88229.025,94633.7
961,42534.05,59315.65,28978.05,29406.3,42231.85
962,25777.725,30525.85,17869.825,32588.925,15068.75
964,98515.4,101949.0,100510.55,107368.225,110495.1
965,46301.1,41162.025,50650.375,53072.3,48184.5
967,7330.875,15802.125,7389.1,28356.925,12838.75
968,148729.1,146751.3,147209.35,151192.675,145889.15
970,108937.3,116065.15,112800.9,117360.025,114977.75
973,24191.15,29857.625,16487.325,18468.025,12148.8
974,74402.75,67209.7,77742.775,75999.975,58299.8
976,75239.9,73840.3,69639.75,51475.0,48298.65
977,100988.6,110314.8,100957.4,115498.95,106437.05
978,30353.925,24187.5,14669.225,7938.85,4585.4
979,138132.325,136509.65,138142.3,138446.05,136081.95
981,112422.35,109427.45,112228.9,93795.55,98795.75
984,4594.775,7266.525,10383.225,12140.225,3563.35
986,16080.9,17727.2,7940.375,13565.975,4898.85
989,142030.6,142460.25,143694.75,144246.075,142453.55
990,144140.825,141649.1,144734.5,145898.575,141764.3
993,46543.725,32895.7,38529.4,34537.15,17523.45
994,69463.575,82497.3,49180.9,76373.325,84935.25
997,4868.25,14578.925,3022.85,8432.575,11117.95
999,134248.35,131676.5,133190.3,131560.75,131388.45
1000,149369.525,149260.525,149305.7,145539.425,148940.5
1003,43041.3,48765.875,47456.875,60384.525,43923.4
1006,71077.2,75188.75,66352.05,53637.775,65259.65
1007,103464.2,103416.35,102691.575,79019.8,92542.95
1008,7965.9,10336.7,7293.65,772.85,24372.5
1009,84655.55,79294.35,88781.675,113246.05,78715.8
1017,20076.6,19991.475,30491.325,26726.5,7606.8
1018,122811.575,123384.0,121539.4,134935.05,122402.55
1019,148630.975,145855.4,147627.95,141706.15,151136.2
1020,115107.1,119803.15,108838.3,117795.825,122854.1
1021,11687.0,12441.4,8765.55,10856.2,2086.95
1027,121438.75,127236.5,124017.75,124113.2,124861.9
1030,99379.5,100388.6,102309.25,102758.325,95326.05
1031,111908.825,109027.0,105789.7,119731.175,94286.9
1033,9250.225,19222.875,4002.9,27013.375,13469.5
